layer,head,target_index,target_token,mean_attention_toward,max_attention_toward,example_id,n_shots,prompt
0,0,2, 77,0.11964098364114761,0.32309478521347046,521,0,Is 7740 > 2273? Answer:
0,0,3,40,0.0627860575914383,0.19584403932094574,521,0,Is 7740 > 2273? Answer:
0,0,5, 2,0.02341843582689762,0.09867455065250397,521,0,Is 7740 > 2273? Answer:
0,0,6,273,0.04951915889978409,0.2430935800075531,521,0,Is 7740 > 2273? Answer:
0,1,2, 77,0.09996607899665833,0.4416459798812866,521,0,Is 7740 > 2273? Answer:
0,1,3,40,0.06711020320653915,0.34277498722076416,521,0,Is 7740 > 2273? Answer:
0,1,5, 2,0.07089921832084656,0.3450327217578888,521,0,Is 7740 > 2273? Answer:
0,1,6,273,0.07201971858739853,0.3239128291606903,521,0,Is 7740 > 2273? Answer:
0,2,2, 77,0.1161893978714943,0.9931267499923706,521,0,Is 7740 > 2273? Answer:
0,2,3,40,0.10072165727615356,0.9981269240379333,521,0,Is 7740 > 2273? Answer:
0,2,5, 2,0.103024922311306,0.967563807964325,521,0,Is 7740 > 2273? Answer:
0,2,6,273,0.06495942175388336,0.6464393138885498,521,0,Is 7740 > 2273? Answer:
0,3,2, 77,0.10013987869024277,0.9999963045120239,521,0,Is 7740 > 2273? Answer:
0,3,3,40,0.09998944401741028,0.9998855590820312,521,0,Is 7740 > 2273? Answer:
0,3,5, 2,0.09982172399759293,0.9979270696640015,521,0,Is 7740 > 2273? Answer:
0,3,6,273,0.09981992095708847,0.9981594681739807,521,0,Is 7740 > 2273? Answer:
0,4,2, 77,0.10042400658130646,0.40818721055984497,521,0,Is 7740 > 2273? Answer:
0,4,3,40,0.012947892770171165,0.04809102416038513,521,0,Is 7740 > 2273? Answer:
0,4,5, 2,0.05115318298339844,0.2605511546134949,521,0,Is 7740 > 2273? Answer:
0,4,6,273,0.02860894240438938,0.25689005851745605,521,0,Is 7740 > 2273? Answer:
0,5,2, 77,0.13881869614124298,0.9949544072151184,521,0,Is 7740 > 2273? Answer:
0,5,3,40,0.013531709089875221,0.12706899642944336,521,0,Is 7740 > 2273? Answer:
0,5,5, 2,0.11084966361522675,0.9400895237922668,521,0,Is 7740 > 2273? Answer:
0,5,6,273,0.022544730454683304,0.13904514908790588,521,0,Is 7740 > 2273? Answer:
0,6,2, 77,0.10678770393133163,0.16662512719631195,521,0,Is 7740 > 2273? Answer:
0,6,3,40,0.1637752503156662,0.44041189551353455,521,0,Is 7740 > 2273? Answer:
0,6,5, 2,0.0747622698545456,0.19770711660385132,521,0,Is 7740 > 2273? Answer:
0,6,6,273,0.03149097040295601,0.117205411195755,521,0,Is 7740 > 2273? Answer:
0,7,2, 77,0.15495185554027557,0.7729949951171875,521,0,Is 7740 > 2273? Answer:
0,7,3,40,0.037761494517326355,0.21072937548160553,521,0,Is 7740 > 2273? Answer:
0,7,5, 2,0.11557073891162872,0.8465381264686584,521,0,Is 7740 > 2273? Answer:
0,7,6,273,0.009297613985836506,0.050518717616796494,521,0,Is 7740 > 2273? Answer:
1,0,2, 77,0.09562356770038605,0.7115469574928284,521,0,Is 7740 > 2273? Answer:
1,0,3,40,0.06315842270851135,0.452333927154541,521,0,Is 7740 > 2273? Answer:
1,0,5, 2,0.018115554004907608,0.10815028846263885,521,0,Is 7740 > 2273? Answer:
1,0,6,273,0.07317612320184708,0.6724793314933777,521,0,Is 7740 > 2273? Answer:
1,1,2, 77,0.1136775016784668,0.7372447848320007,521,0,Is 7740 > 2273? Answer:
1,1,3,40,0.06182767078280449,0.35104480385780334,521,0,Is 7740 > 2273? Answer:
1,1,5, 2,0.10218705981969833,0.7644455432891846,521,0,Is 7740 > 2273? Answer:
1,1,6,273,0.06650013476610184,0.49454280734062195,521,0,Is 7740 > 2273? Answer:
1,2,2, 77,0.0796552523970604,0.2824290096759796,521,0,Is 7740 > 2273? Answer:
1,2,3,40,0.06387678533792496,0.36348757147789,521,0,Is 7740 > 2273? Answer:
1,2,5, 2,0.17281149327754974,0.8400391340255737,521,0,Is 7740 > 2273? Answer:
1,2,6,273,0.02219991944730282,0.10277072340250015,521,0,Is 7740 > 2273? Answer:
1,3,2, 77,0.08713389933109283,0.2659171521663666,521,0,Is 7740 > 2273? Answer:
1,3,3,40,0.07846402376890182,0.23570188879966736,521,0,Is 7740 > 2273? Answer:
1,3,5, 2,0.052286822348833084,0.18766659498214722,521,0,Is 7740 > 2273? Answer:
1,3,6,273,0.0654817447066307,0.24081246554851532,521,0,Is 7740 > 2273? Answer:
1,4,2, 77,0.24155893921852112,0.48416510224342346,521,0,Is 7740 > 2273? Answer:
1,4,3,40,0.0838179737329483,0.16904209554195404,521,0,Is 7740 > 2273? Answer:
1,4,5, 2,0.04123595729470253,0.11535884439945221,521,0,Is 7740 > 2273? Answer:
1,4,6,273,0.029750674962997437,0.1492326408624649,521,0,Is 7740 > 2273? Answer:
1,5,2, 77,0.14676275849342346,0.28452640771865845,521,0,Is 7740 > 2273? Answer:
1,5,3,40,0.10012080520391464,0.19962801039218903,521,0,Is 7740 > 2273? Answer:
1,5,5, 2,0.045538123697042465,0.1195514127612114,521,0,Is 7740 > 2273? Answer:
1,5,6,273,0.07401031255722046,0.22274181246757507,521,0,Is 7740 > 2273? Answer:
1,6,2, 77,0.19294269382953644,0.7433474063873291,521,0,Is 7740 > 2273? Answer:
1,6,3,40,0.0828731507062912,0.3865646719932556,521,0,Is 7740 > 2273? Answer:
1,6,5, 2,0.11005116999149323,0.48682674765586853,521,0,Is 7740 > 2273? Answer:
1,6,6,273,0.07749903202056885,0.3582765460014343,521,0,Is 7740 > 2273? Answer:
1,7,2, 77,0.11989734321832657,0.4601863920688629,521,0,Is 7740 > 2273? Answer:
1,7,3,40,0.1558363139629364,0.6721863746643066,521,0,Is 7740 > 2273? Answer:
1,7,5, 2,0.06173916533589363,0.21988502144813538,521,0,Is 7740 > 2273? Answer:
1,7,6,273,0.04374633729457855,0.2533986568450928,521,0,Is 7740 > 2273? Answer:
2,0,2, 77,0.09239735454320908,0.20467080175876617,521,0,Is 7740 > 2273? Answer:
2,0,3,40,0.06251835823059082,0.1629951298236847,521,0,Is 7740 > 2273? Answer:
2,0,5, 2,0.08482475578784943,0.22713294625282288,521,0,Is 7740 > 2273? Answer:
2,0,6,273,0.05254926532506943,0.15382976830005646,521,0,Is 7740 > 2273? Answer:
2,1,2, 77,0.1282009482383728,0.2878206968307495,521,0,Is 7740 > 2273? Answer:
2,1,3,40,0.0951031744480133,0.21722520887851715,521,0,Is 7740 > 2273? Answer:
2,1,5, 2,0.08329036086797714,0.20365752279758453,521,0,Is 7740 > 2273? Answer:
2,1,6,273,0.07487774640321732,0.2444339394569397,521,0,Is 7740 > 2273? Answer:
2,2,2, 77,0.10924841463565826,0.4082474112510681,521,0,Is 7740 > 2273? Answer:
2,2,3,40,0.06132889911532402,0.2493252009153366,521,0,Is 7740 > 2273? Answer:
2,2,5, 2,0.07314237952232361,0.20906458795070648,521,0,Is 7740 > 2273? Answer:
2,2,6,273,0.04938459023833275,0.1769872009754181,521,0,Is 7740 > 2273? Answer:
2,3,2, 77,0.08948548883199692,0.18023966252803802,521,0,Is 7740 > 2273? Answer:
2,3,3,40,0.10530807077884674,0.2903969883918762,521,0,Is 7740 > 2273? Answer:
2,3,5, 2,0.06932824850082397,0.2582536041736603,521,0,Is 7740 > 2273? Answer:
2,3,6,273,0.08025020360946655,0.31457918882369995,521,0,Is 7740 > 2273? Answer:
2,4,2, 77,0.06413817405700684,0.31174328923225403,521,0,Is 7740 > 2273? Answer:
2,4,3,40,0.11154735088348389,0.6649609208106995,521,0,Is 7740 > 2273? Answer:
2,4,5, 2,0.06117641180753708,0.2635713815689087,521,0,Is 7740 > 2273? Answer:
